title,url,time_published,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
HPE AI Servers and Cloud Strength Lead the Charge: Analysts Raise Price Forecasts - Hewlett Packard  ( NYSE:HPE ) ,https://www.benzinga.com/24/12/42372815/analysts-see-bright-future-for-hpe-ai-servers-and-cloud-strength-lead-the-charge,2024-12-06 20:41:27,Benzinga,0.32184,Somewhat-Bullish,"[{'ticker': 'GS', 'relevance_score': '0.072876', 'ticker_sentiment_score': '0.072473', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HPE', 'relevance_score': '0.535653', 'ticker_sentiment_score': '0.565857', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'HPQ', 'relevance_score': '0.352557', 'ticker_sentiment_score': '0.472313', 'ticker_sentiment_label': 'Bullish'}]"
Sell-Side and Buy-Side - Consensus at a Glance,https://www.zacks.com/stock/news/2380578/sell-side-and-buy-side---consensus-at-a-glance,2024-12-06 20:43:00,Zacks Commentary,0.240616,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.11983', 'ticker_sentiment_score': '0.118872', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.11983', 'ticker_sentiment_score': '0.16565', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MORN', 'relevance_score': '0.11983', 'ticker_sentiment_score': '0.118872', 'ticker_sentiment_label': 'Neutral'}]"
December Asset Allocation Guidelines,https://www.zacks.com/stock/news/2380579/december-asset-allocation-guidelines,2024-12-06 20:46:00,Zacks Commentary,0.240616,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.11983', 'ticker_sentiment_score': '0.118872', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.11983', 'ticker_sentiment_score': '0.16565', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MORN', 'relevance_score': '0.11983', 'ticker_sentiment_score': '0.118872', 'ticker_sentiment_label': 'Neutral'}]"
Dickey's Barbecue Pit Celebrates National Lager Day with Legit. Texas. Lager.,https://www.benzinga.com/pressreleases/24/12/g42372921/dickeys-barbecue-pit-celebrates-national-lager-day-with-legit-texas-lager,2024-12-06 20:47:18,Benzinga,0.425226,Bullish,"[{'ticker': 'QSR', 'relevance_score': '0.05257', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOX', 'relevance_score': '0.05257', 'ticker_sentiment_score': '0.261795', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Rumble Shares Are Up Today: What You Need To Know - Rumble  ( NASDAQ:RUM ) ,https://www.benzinga.com/trading-ideas/movers/24/12/42372958/rumble-shares-are-up-today-what-you-need-to-know,2024-12-06 20:50:43,Benzinga,0.344831,Somewhat-Bullish,"[{'ticker': 'PYPL', 'relevance_score': '0.142565', 'ticker_sentiment_score': '0.145552', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.142565', 'ticker_sentiment_score': '0.145552', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'RUM', 'relevance_score': '0.630923', 'ticker_sentiment_score': '0.395297', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'UBER', 'relevance_score': '0.142565', 'ticker_sentiment_score': '0.145552', 'ticker_sentiment_label': 'Neutral'}]"
ZRS Chart of the Month,https://www.zacks.com/stock/news/2380580/zrs-chart-of-the-month,2024-12-06 20:52:00,Zacks Commentary,0.240616,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.11983', 'ticker_sentiment_score': '0.118872', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.11983', 'ticker_sentiment_score': '0.16565', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MORN', 'relevance_score': '0.11983', 'ticker_sentiment_score': '0.118872', 'ticker_sentiment_label': 'Neutral'}]"
Apple Unusual Options Activity For December 06 - Apple  ( NASDAQ:AAPL ) ,https://www.benzinga.com/insights/options/24/12/42373003/apple-unusual-options-activity-for-december-06,2024-12-06 20:54:40,Benzinga,0.212181,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.593896', 'ticker_sentiment_score': '0.365872', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'MS', 'relevance_score': '0.073546', 'ticker_sentiment_score': '0.023436', 'ticker_sentiment_label': 'Neutral'}]"
Doug Keenum Expands Dickey's Barbecue Pit Footprint with Three Tennessee Locations,https://www.benzinga.com/pressreleases/24/12/g42373036/doug-keenum-expands-dickeys-barbecue-pit-footprint-with-three-tennessee-locations,2024-12-06 20:59:12,Benzinga,0.424657,Bullish,"[{'ticker': 'QSR', 'relevance_score': '0.061159', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOX', 'relevance_score': '0.061159', 'ticker_sentiment_score': '0.262258', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"IREN INVESTOR ALERT: Bronstein, Gewirtz & Grossman LLC Announces that Iris Energy Limited Investors with Substantial Losses Have Opportunity to Lead Class Action Lawsuit! - Iris Energy  ( NASDAQ:IREN ) ",https://www.benzinga.com/pressreleases/24/12/g42373049/iren-investor-alert-bronstein-gewirtz-grossman-llc-announces-that-iris-energy-limited-investors-wi,2024-12-06 21:00:00,Benzinga,-0.031961,Neutral,"[{'ticker': 'IREN', 'relevance_score': '0.586141', 'ticker_sentiment_score': '0.078158', 'ticker_sentiment_label': 'Neutral'}]"
"MYNA INVESTOR ALERT: Bronstein, Gewirtz & Grossman LLC Announces that Mynaric AG Investors with Substantial Losses Have Opportunity to Lead Class Action Lawsuit - Mynaric  ( NASDAQ:MYNA ) ",https://www.benzinga.com/pressreleases/24/12/g42373051/myna-investor-alert-bronstein-gewirtz-grossman-llc-announces-that-mynaric-ag-investors-with-substa,2024-12-06 21:00:00,Benzinga,-0.056241,Neutral,"[{'ticker': 'MYNA', 'relevance_score': '0.337427', 'ticker_sentiment_score': '0.076792', 'ticker_sentiment_label': 'Neutral'}]"
"FIVN INVESTOR ALERT: Bronstein, Gewirtz & Grossman LLC Announces that Five9, Inc. Investors with Substantial Losses Have Opportunity to Lead Class Action Lawsuit - Five9  ( NASDAQ:FIVN ) ",https://www.benzinga.com/pressreleases/24/12/g42373048/fivn-investor-alert-bronstein-gewirtz-grossman-llc-announces-that-five9-inc-investors-with-substan,2024-12-06 21:00:00,Benzinga,-0.004902,Neutral,"[{'ticker': 'FIVN', 'relevance_score': '0.691734', 'ticker_sentiment_score': '-0.123055', 'ticker_sentiment_label': 'Neutral'}]"
NewAmsterdam Pharma Reports Inducement Grants Under Nasdaq Listing Rule 5635 ( c )  ( 4 ) ,https://www.globenewswire.com/news-release/2024/12/06/2993261/0/en/NewAmsterdam-Pharma-Reports-Inducement-Grants-Under-Nasdaq-Listing-Rule-5635-c-4.html,2024-12-06 21:01:00,GlobeNewswire,0.25571,Somewhat-Bullish,"[{'ticker': 'NAMS', 'relevance_score': '0.524949', 'ticker_sentiment_score': '0.219458', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Monroe Capital Corporation Announces Fourth Quarter Distribution of $0.25 Per Share,https://www.globenewswire.com/news-release/2024/12/06/2993264/23734/en/Monroe-Capital-Corporation-Announces-Fourth-Quarter-Distribution-of-0-25-Per-Share.html,2024-12-06 21:01:00,GlobeNewswire,0.164524,Somewhat-Bullish,"[{'ticker': 'MRCC', 'relevance_score': '0.441424', 'ticker_sentiment_score': '0.240201', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Zacks December View on Equity Markets,https://www.zacks.com/stock/news/2380581/zacks-december-view-on-equity-markets,2024-12-06 21:01:00,Zacks Commentary,0.240616,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.11983', 'ticker_sentiment_score': '0.118872', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.11983', 'ticker_sentiment_score': '0.16565', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MORN', 'relevance_score': '0.11983', 'ticker_sentiment_score': '0.118872', 'ticker_sentiment_label': 'Neutral'}]"
Monroe Capital Corporation Announces Fourth Quarter Distribution of $0.25 Per Share - Monroe Cap  ( NASDAQ:MRCC ) ,https://www.benzinga.com/pressreleases/24/12/g42373086/monroe-capital-corporation-announces-fourth-quarter-distribution-of-0-25-per-share,2024-12-06 21:01:13,Benzinga,0.187641,Somewhat-Bullish,"[{'ticker': 'MRCC', 'relevance_score': '0.409742', 'ticker_sentiment_score': '0.225934', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
NurExone Announces Promising Preclinical Results in Restoring Vision After Optic Nerve Damage,https://www.globenewswire.com/news-release/2024/12/06/2993265/0/en/NurExone-Announces-Promising-Preclinical-Results-in-Restoring-Vision-After-Optic-Nerve-Damage.html,2024-12-06 21:03:00,GlobeNewswire,0.137219,Neutral,"[{'ticker': 'META', 'relevance_score': '0.026098', 'ticker_sentiment_score': '0.0792', 'ticker_sentiment_label': 'Neutral'}]"
"CEOs Bulk Up On Security: Mark Zuckerberg Outspent Sundar Pichai, Elon Musk Before UnitedHealthcare CEO Killing - UnitedHealth Group  ( NYSE:UNH ) ",https://www.benzinga.com/news/management/24/12/42373168/ceos-bulk-up-on-security-mark-zuckerberg-outspent-sundar-pichai-elon-musk-before-unitedhealthcare,2024-12-06 21:03:43,Benzinga,-0.007202,Neutral,"[{'ticker': 'META', 'relevance_score': '0.128135', 'ticker_sentiment_score': '0.14598', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.128135', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.128135', 'ticker_sentiment_score': '0.297544', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'UNH', 'relevance_score': '0.252987', 'ticker_sentiment_score': '-0.258657', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
Cerence AI Announces Equity Grant to Employee Under Inducement Plan Pursuant to Nasdaq Listing Rule 5635 ( c )  ( 4 ) ,https://www.globenewswire.com/news-release/2024/12/06/2993279/0/en/Cerence-AI-Announces-Equity-Grant-to-Employee-Under-Inducement-Plan-Pursuant-to-Nasdaq-Listing-Rule-5635-c-4.html,2024-12-06 21:30:00,GlobeNewswire,0.15843,Somewhat-Bullish,"[{'ticker': 'CRNC', 'relevance_score': '0.836003', 'ticker_sentiment_score': '0.268078', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"ROSEN, LEADING INVESTOR COUNSEL, Encourages Customers Bancorp, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - CUBI - Customers Bancorp  ( NYSE:CUBI ) ",https://www.benzinga.com/pressreleases/24/12/g42374202/rosen-leading-investor-counsel-encourages-customers-bancorp-inc-investors-to-secure-counsel-before,2024-12-06 21:37:00,Benzinga,0.136668,Neutral,"[{'ticker': 'META', 'relevance_score': '0.06179', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
"DeSantis, Trump Mend Fences After Florida Cannabis Split While Pete Hegseth Scandal Deepens",https://www.benzinga.com/news/legal/24/12/42374248/desantis-trump-mend-fences-after-florida-cannabis-split-while-pete-hegseth-scandal-deepens,2024-12-06 21:39:42,Benzinga,0.237158,Somewhat-Bullish,"[{'ticker': 'FOX', 'relevance_score': '0.079392', 'ticker_sentiment_score': '0.08427', 'ticker_sentiment_label': 'Neutral'}]"
"Too Soon? Bitcoin Price Spike to $200K Is 'Achievable' in 2025, Says Analyst",https://decrypt.co/295169/too-soon-bitcoin-200k-achievable-2025,2024-12-06 21:45:31,Decrypt.co,0.172797,Somewhat-Bullish,"[{'ticker': 'MSTR', 'relevance_score': '0.211806', 'ticker_sentiment_score': '0.153343', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TRMNF', 'relevance_score': '0.071357', 'ticker_sentiment_score': '0.134851', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SCBFF', 'relevance_score': '0.211806', 'ticker_sentiment_score': '0.235119', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'COIN', 'relevance_score': '0.071357', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.82082', 'ticker_sentiment_score': '0.268589', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Here's Why IPO Stock Rubrik Skyrocketed to an All-Time High Today,https://www.fool.com/investing/2024/12/06/heres-why-ipo-stock-rubrik-skyrocketed-to-an-all-t/,2024-12-06 21:53:00,Motley Fool,0.193979,Somewhat-Bullish,"[{'ticker': 'WFC', 'relevance_score': '0.107495', 'ticker_sentiment_score': '0.272241', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'RBRK', 'relevance_score': '0.655824', 'ticker_sentiment_score': '0.384552', 'ticker_sentiment_label': 'Bullish'}]"
Globalink Investment Inc. Announces Charter and Trust Agreement Amendments,https://www.globenewswire.com/news-release/2024/12/06/2993286/0/en/Globalink-Investment-Inc-Announces-Charter-and-Trust-Agreement-Amendments.html,2024-12-06 22:00:00,GlobeNewswire,0.314316,Somewhat-Bullish,"[{'ticker': 'GLLI', 'relevance_score': '0.128822', 'ticker_sentiment_score': '0.248913', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Where Will Palantir Technologies Stock Be in 1 Year?,https://www.fool.com/investing/2024/12/06/where-will-palantir-technologies-stock-be-in-1-yea/,2024-12-06 22:00:00,Motley Fool,0.371366,Bullish,"[{'ticker': 'NVDA', 'relevance_score': '0.131403', 'ticker_sentiment_score': '0.202349', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'PLTR', 'relevance_score': '0.131403', 'ticker_sentiment_score': '0.257206', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
ZUORA SHAREHOLDER BUYOUT LAWSUIT FILED: Investors Encouraged to Contact Kaskela Law LLC to Discuss Their Rights and Options with Respect to $10.00 Per Share Buyout Proposal - Zuora  ( NYSE:ZUO ) ,https://www.benzinga.com/pressreleases/24/12/g42374710/zuora-shareholder-buyout-lawsuit-filed-investors-encouraged-to-contact-kaskela-law-llc-to-discuss-,2024-12-06 22:02:53,Benzinga,0.212534,Somewhat-Bullish,"[{'ticker': 'ZUO', 'relevance_score': '0.764552', 'ticker_sentiment_score': '0.383961', 'ticker_sentiment_label': 'Bullish'}]"
Why C3.ai Stock Surged Higher Today,https://www.fool.com/investing/2024/12/06/why-c3ai-stock-surged-higher-today/,2024-12-06 22:06:00,Motley Fool,0.364999,Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.116348', 'ticker_sentiment_score': '0.284179', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BAH', 'relevance_score': '0.116348', 'ticker_sentiment_score': '0.107955', 'ticker_sentiment_label': 'Neutral'}]"
"WGO INVESTOR NEWS: Winnebago Industries, Inc. Investors that Suffered Losses Are Encouraged to Contact Rosen Law About Ongoing Investigation into the Company  ( NYSE: WGO )  - Winnebago Industries  ( NYSE:WGO ) ",https://www.benzinga.com/pressreleases/24/12/g42374922/wgo-investor-news-winnebago-industries-inc-investors-that-suffered-losses-are-encouraged-to-contac,2024-12-06 22:14:00,Benzinga,0.125608,Neutral,"[{'ticker': 'META', 'relevance_score': '0.072655', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WGO', 'relevance_score': '0.284696', 'ticker_sentiment_score': '0.051696', 'ticker_sentiment_label': 'Neutral'}]"
This Magnificent Artificial Intelligence  ( AI )  Stock Has Crashed 12%. Here's Why That's Great News for Investors,https://www.fool.com/investing/2024/12/06/this-magnificent-artificial-intelligence-ai-stock/,2024-12-06 22:15:00,Motley Fool,0.290358,Somewhat-Bullish,"[{'ticker': 'DELL', 'relevance_score': '0.092748', 'ticker_sentiment_score': '0.141054', 'ticker_sentiment_label': 'Neutral'}]"
Athira Pharma Presents Preclinical Data Highlighting Neuroprotective Effects of ATH-1105 in Models of ALS at Motor Neurone Disease Association's 35th International Symposium on ALS/MND,https://www.globenewswire.com/news-release/2024/12/06/2993295/0/en/Athira-Pharma-Presents-Preclinical-Data-Highlighting-Neuroprotective-Effects-of-ATH-1105-in-Models-of-ALS-at-Motor-Neurone-Disease-Association-s-35th-International-Symposium-on-ALS.html,2024-12-06 22:30:00,GlobeNewswire,0.097322,Neutral,"[{'ticker': 'META', 'relevance_score': '0.042953', 'ticker_sentiment_score': '0.039294', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ATHA', 'relevance_score': '0.170576', 'ticker_sentiment_score': '0.142256', 'ticker_sentiment_label': 'Neutral'}]"
Athira Pharma Presents Preclinical Data Highlighting Neuroprotective Effects of ATH-1105 in Models of ALS at Motor Neurone Disease Association's 35th International Symposium on ALS/MND - Athira Pharma  ( NASDAQ:ATHA ) ,https://www.benzinga.com/pressreleases/24/12/g42375162/athira-pharma-presents-preclinical-data-highlighting-neuroprotective-effects-of-ath-1105-in-models,2024-12-06 22:30:00,Benzinga,0.217265,Somewhat-Bullish,"[{'ticker': 'META', 'relevance_score': '0.073546', 'ticker_sentiment_score': '0.03841', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ATHA', 'relevance_score': '0.420316', 'ticker_sentiment_score': '0.175131', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Why Oracle Stock Topped the Market Today,https://www.fool.com/investing/2024/12/06/why-oracle-stock-topped-the-market-today/,2024-12-06 22:38:51,Motley Fool,0.291425,Somewhat-Bullish,"[{'ticker': 'ORCL', 'relevance_score': '0.682689', 'ticker_sentiment_score': '0.443118', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'BCS', 'relevance_score': '0.132368', 'ticker_sentiment_score': '0.206825', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Immutable Announcement: If You Have Suffered Losses in IMX Tokens, You Are Encouraged to Contact The Rosen Law Firm About Your Rights",https://www.benzinga.com/pressreleases/24/12/g42375270/immutable-announcement-if-you-have-suffered-losses-in-imx-tokens-you-are-encouraged-to-contact-the,2024-12-06 22:40:00,Benzinga,0.208026,Somewhat-Bullish,"[{'ticker': 'META', 'relevance_score': '0.090474', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
Workday shares pop 9% on inclusion in S&P 500,https://www.cnbc.com/2024/12/06/workday-shares-pop-9percent-on-inclusion-in-sp-500.html,2024-12-06 22:54:52,CNBC,0.114069,Neutral,"[{'ticker': 'NVDA', 'relevance_score': '0.110462', 'ticker_sentiment_score': '0.151385', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'VMW', 'relevance_score': '0.110462', 'ticker_sentiment_score': '0.086527', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMTM', 'relevance_score': '0.110462', 'ticker_sentiment_score': '0.212618', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Mustang Energy Corp. Completes First Milestone of Option Agreement with Skyharbour Resources Ltd.,https://www.globenewswire.com/news-release/2024/12/06/2993301/0/en/Mustang-Energy-Corp-Completes-First-Milestone-of-Option-Agreement-with-Skyharbour-Resources-Ltd.html,2024-12-06 23:22:00,GlobeNewswire,0.274303,Somewhat-Bullish,"[{'ticker': 'GOOG', 'relevance_score': '0.054732', 'ticker_sentiment_score': '0.196995', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.054732', 'ticker_sentiment_score': '0.196995', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"ROSEN, LEADING TRIAL ATTORNEYS, Encourages Chipotle Mexican Grill, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - CMG - Chipotle Mexican Grill  ( NYSE:CMG ) ",https://www.benzinga.com/pressreleases/24/12/g42375661/rosen-leading-trial-attorneys-encourages-chipotle-mexican-grill-inc-investors-to-secure-counsel-be,2024-12-06 23:37:20,Benzinga,0.159956,Somewhat-Bullish,"[{'ticker': 'CMG', 'relevance_score': '0.393241', 'ticker_sentiment_score': '0.069676', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.058615', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
Before you continue,https://consent.google.com/m,2024-12-06 23:50:16,Business Standard,0.086343,Neutral,"[{'ticker': 'GOOG', 'relevance_score': '0.213048', 'ticker_sentiment_score': '0.142784', 'ticker_sentiment_label': 'Neutral'}]"
Before you continue,https://consent.google.com/m,2024-12-07 14:09:14,Business Standard,0.086343,Neutral,"[{'ticker': 'GOOG', 'relevance_score': '0.213048', 'ticker_sentiment_score': '0.142784', 'ticker_sentiment_label': 'Neutral'}]"
"ROSEN, GLOBAL INVESTOR COUNSEL, Encourages Midnight Hub Investors to Secure Counsel Before Important Deadline in Securities Class Action",https://www.benzinga.com/pressreleases/24/12/g42377950/rosen-global-investor-counsel-encourages-midnight-hub-investors-to-secure-counsel-before-important,2024-12-07 14:22:00,Benzinga,0.166042,Somewhat-Bullish,"[{'ticker': 'META', 'relevance_score': '0.06179', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
Before you continue,https://consent.google.com/m,2024-12-07 14:27:26,Business Standard,0.086343,Neutral,"[{'ticker': 'GOOG', 'relevance_score': '0.213048', 'ticker_sentiment_score': '0.142784', 'ticker_sentiment_label': 'Neutral'}]"
Before you continue,https://consent.google.com/m,2024-12-07 14:35:40,Business Standard,0.086343,Neutral,"[{'ticker': 'GOOG', 'relevance_score': '0.213048', 'ticker_sentiment_score': '0.142784', 'ticker_sentiment_label': 'Neutral'}]"
Before you continue,https://consent.google.com/m,2024-12-07 14:42:58,Business Standard,0.086343,Neutral,"[{'ticker': 'GOOG', 'relevance_score': '0.213048', 'ticker_sentiment_score': '0.142784', 'ticker_sentiment_label': 'Neutral'}]"
"Prediction: These 3 Vanguard ETFs Underperformed the S&P 500 This Year, but They'll Beat the Index in 2025",https://www.fool.com/investing/2024/12/07/vanguard-etf-underperform-sp-500-buy-2025/,2024-12-07 14:45:00,Motley Fool,0.319183,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.12645', 'ticker_sentiment_score': '0.114023', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.031738', 'ticker_sentiment_score': '0.066331', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.15769', 'ticker_sentiment_score': '0.196726', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AVGO', 'relevance_score': '0.095013', 'ticker_sentiment_score': '0.121565', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.031738', 'ticker_sentiment_score': '0.066331', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.12645', 'ticker_sentiment_score': '0.179595', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
ZETA INVESTOR DEADLINE: Robbins Geller Rudman & Dowd LLP Announces that Zeta Global Holdings Corp. Investors with Substantial Losses Have Opportunity to Lead Class Action Lawsuit - Zeta Global Holdings  ( NYSE:ZETA ) ,https://www.benzinga.com/pressreleases/24/12/g42378012/zeta-investor-deadline-robbins-geller-rudman-dowd-llp-announces-that-zeta-global-holdings-corp-inv,2024-12-07 14:53:52,Benzinga,0.1473,Neutral,"[{'ticker': 'ZETA', 'relevance_score': '0.853716', 'ticker_sentiment_score': '0.187958', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Tesla, GameStop, Nvidia, Bitcoin, And Dogecoin Analyst Flags $1.30-$1.50 As Key Target: Bulls And Bears",https://www.benzinga.com/trading-ideas/long-ideas/24/12/42378030/benzinga-bulls-and-bears-tesla-gamestop-nvidia-bitcoin-and-dogecoin-analyst-flags-1-30-1,2024-12-07 15:00:19,Benzinga,0.216486,Somewhat-Bullish,"[{'ticker': 'AMAT', 'relevance_score': '0.115232', 'ticker_sentiment_score': '-0.035483', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.115232', 'ticker_sentiment_score': '0.227231', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.172097', 'ticker_sentiment_score': '-0.044184', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.115232', 'ticker_sentiment_score': '0.227231', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.172097', 'ticker_sentiment_score': '-0.002903', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GM', 'relevance_score': '0.115232', 'ticker_sentiment_score': '-0.238496', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'LRCX', 'relevance_score': '0.115232', 'ticker_sentiment_score': '-0.035483', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GS', 'relevance_score': '0.115232', 'ticker_sentiment_score': '-0.238496', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'GME', 'relevance_score': '0.172097', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.228073', 'ticker_sentiment_score': '0.378016', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'CRYPTO:DOGE', 'relevance_score': '0.115232', 'ticker_sentiment_score': '0.203576', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
1 Growth Stock Down 60% to Buy Right Now,https://www.fool.com/investing/2024/12/07/1-growth-stock-down-60-to-buy-right-now/,2024-12-07 15:15:00,Motley Fool,0.385259,Bullish,"[{'ticker': 'SNEJF', 'relevance_score': '0.068698', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'RBLX', 'relevance_score': '0.73758', 'ticker_sentiment_score': '0.56381', 'ticker_sentiment_label': 'Bullish'}]"
Should You Buy the 3 Highest-Paying Dividend Stocks in the Dow Jones?,https://www.fool.com/investing/2024/12/07/should-you-buy-3-highest-dow-dividend-yields/,2024-12-07 15:39:00,Motley Fool,0.039166,Neutral,"[{'ticker': 'SHW', 'relevance_score': '0.097655', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CVX', 'relevance_score': '0.146025', 'ticker_sentiment_score': '0.021231', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VZ', 'relevance_score': '0.332403', 'ticker_sentiment_score': '0.163078', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMGN', 'relevance_score': '0.146025', 'ticker_sentiment_score': '-0.104407', 'ticker_sentiment_label': 'Neutral'}]"
Before you continue,https://consent.google.com/m,2024-12-07 15:42:43,Business Standard,0.086343,Neutral,"[{'ticker': 'GOOG', 'relevance_score': '0.213048', 'ticker_sentiment_score': '0.142784', 'ticker_sentiment_label': 'Neutral'}]"
Before you continue,https://consent.google.com/m,2024-12-07 15:56:27,Business Standard,0.086343,Neutral,"[{'ticker': 'GOOG', 'relevance_score': '0.213048', 'ticker_sentiment_score': '0.142784', 'ticker_sentiment_label': 'Neutral'}]"
